년도,월,일,시간,유속(cm/s),유향(16points),유향(deg),수온(℃),염분(PSU),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),풍향(16points),풍향(deg),기온(℃),기압(hPa),시정(m)
2016,8,10,16,8.8,북동,56,28.83,-,0.41,4.5,0.55,4,2,남남동,150,28.8,1008.8,-
2016,8,10,17,5.9,동북동,70,28.93,-,0.34,4.8,0.52,4.5,0.9,남남동,149,29.1,1008.8,-
2016,8,10,18,6.6,북북동,23,28.88,-,0.31,4.3,0.41,5,0.9,남동,134,29.1,1008.7,-
2016,8,10,19,6.8,남동,141,28.89,-,0.27,3.8,0.42,3,1.3,남동,139,28.8,1009.2,-
2016,8,10,20,10.8,동남동,112,28.9,-,0.28,3.8,0.44,3.5,0.4,남남동,147,28.7,1009.3,-
2016,8,10,21,16.1,동남동,105,28.84,-,0.24,4.2,0.34,4,1.3,동북동,58,28.6,1009.9,-
2016,8,10,22,13,동남동,113,28.57,-,0.25,4.5,0.37,3.5,0.8,동,85,28.5,1009.8,-
2016,8,10,23,18.9,동,99,29.23,-,0.3,4.5,0.54,3.5,0.8,서북서,282,28.6,1009.9,-
2016,8,11,0,27.8,동,89,29.12,-,0.28,4.6,0.38,5,0.4,서,266,28.4,1009.6,-
2016,8,11,1,26.2,동,96,29,-,0.31,4.7,0.42,3,0.6,남동,126,28.3,1009.4,-
2016,8,11,2,22.1,동,88,28.95,-,0.31,5.7,0.41,8,1.7,서북서,294,28.2,1009.2,-
2016,8,11,3,15.8,동북동,69,28.93,-,0.41,5.6,0.63,5.5,1.1,북서,307,28.1,1008.9,-
2016,8,11,4,14.8,동남동,109,28.9,-,0.31,4.5,0.44,4.5,0.8,서남서,254,27.8,1008.9,-
2016,8,11,5,22.2,동,94,28.91,-,0.27,4.7,0.34,3.5,2.2,서,280,28,1009.3,-
2016,8,11,6,11.9,동북동,76,28.87,-,0.25,5,0.35,6.5,1.9,서북서,301,28.2,1009.7,-
2016,8,11,7,7.8,북서,318,28.31,-,0.24,4.8,0.38,5,0.6,동북동,73,28.3,1010.1,-
2016,8,11,8,14.5,서북서,297,28.47,-,0.27,5.6,0.38,8,0.5,남남서,205,29,1010.1,-
2016,8,11,9,20.5,북서,308,28.54,-,0.32,4.5,0.45,3,0.9,남남동,154,29.5,1010.2,-
2016,8,11,10,12.7,북서,320,28.33,-,0.28,5.5,0.44,6,2.3,남동,130,29.2,1010.2,-
2016,8,11,11,13.8,북북서,336,28.98,-,0.27,4.3,0.41,3,1.8,남남동,165,29.8,1009.9,-
2016,8,11,12,20.7,북북동,21,29.27,-,0.31,5.4,0.47,6.5,1.9,남남동,165,30.4,1009.5,-
2016,8,11,13,22.7,동북동,58,29.32,-,0.32,5.6,0.38,4,2,남남동,167,30.8,1009.1,-
2016,8,11,14,14.6,북동,54,29.45,-,0.32,5.1,0.44,6.5,2.9,남,169,30.7,1008.8,-
2016,8,11,15,4.5,동북동,77,29.68,-,0.38,4.9,0.54,3,2.3,남남동,158,30.5,1008.4,-
2016,8,11,16,8.8,남남서,208,29.85,-,0.39,4.2,0.51,4,1.7,남남동,165,30.5,1008.1,-
2016,8,11,17,11.5,남,180,30.16,-,0.36,4.1,0.56,3,1.7,남,175,30.3,1008.2,-
2016,8,11,18,3.7,북서,304,30.32,-,0.37,5.3,0.56,3.5,1.6,남동,133,30.3,1008.3,-
2016,8,11,19,11.3,남남동,146,29.88,-,0.33,4.9,0.43,4.5,2,남남동,150,30.1,1008.6,-
2016,8,11,20,4.5,서남서,247,30.09,-,0.39,3.7,0.63,3.5,1.5,남남동,159,30.1,1008.7,-
2016,8,11,21,7.7,남서,234,29.66,-,0.35,3.7,0.5,3,0.7,남,172,30.1,1008.8,-
2016,8,11,22,12.2,서북서,303,28.75,-,0.29,4.8,0.43,3,1.2,서남서,247,29.7,1008.9,-
2016,8,11,23,23.3,서북서,295,29.44,-,0.29,4.3,0.38,7,1.1,남남서,210,29.4,1008.7,-
2016,8,12,0,17.4,서북서,293,28.66,-,0.26,4.5,0.33,3.5,1.3,남남서,208,29.4,1008.4,-
2016,8,12,1,9.2,북북동,19,29.13,-,0.3,4.9,0.35,4,2,서,260,29.3,1008.1,-
2016,8,12,2,10.9,북북서,330,28.95,-,0.24,5.2,0.34,6,1.4,서북서,282,30.1,1007.9,-
2016,8,12,3,13.6,북서,315,28.79,-,0.26,5.8,0.32,6,1.2,서북서,291,29.5,1007.6,-
2016,8,12,4,12.5,서남서,254,28.49,-,0.3,6.4,0.41,7,0.5,북동,54,29,1007.4,-
2016,8,12,5,19.2,남서,234,28.63,-,0.28,5.1,0.47,5.5,1,서,273,28.6,1007.6,-
2016,8,12,6,10.4,남,178,28.36,-,0.26,4.1,0.44,4,1.5,북북서,333,28.8,1008,-
2016,8,12,7,18.3,동북동,69,28.52,-,0.24,4.6,0.33,6,1.1,북동,56,28.9,1008.2,-
2016,8,12,8,9.7,북북동,29,28.86,-,0.25,5,0.38,6,2.4,동,92,28.9,1008.4,-
2016,8,12,9,16.6,서남서,257,28.43,-,0.23,5.6,0.31,8.5,1.8,동북동,72,29,1008.4,-
2016,8,12,10,19.5,서남서,257,28.02,-,0.22,4.3,0.31,5.5,0.9,남동,134,29.5,1008.3,-
2016,8,12,11,49,서남서,244,28.11,-,0.3,4,0.46,3.5,1.5,남남서,192,30,1007.9,-
2016,8,12,12,46.7,서남서,249,28.48,-,0.22,4.9,0.29,8.5,4.1,남남서,213,29.3,1007.3,-
2016,8,12,13,56,서남서,258,28.49,-,0.27,4.5,0.38,5.5,5.3,남서,214,29.4,1006.6,-
2016,8,12,14,39.8,서,260,28.5,-,0.29,3.6,0.4,5.5,5.8,남서,215,29.7,1005.9,-
2016,8,12,15,38.3,서남서,251,28.65,-,0.39,3.1,0.52,2.5,5,남서,215,29.7,1005.6,-
2016,8,12,16,30.1,서남서,242,28.79,-,0.44,3.5,0.53,3,4.2,남남서,205,29.8,1005.3,-
2016,8,12,17,29,남서,233,28.73,-,0.59,3.5,0.91,3,4.8,남서,215,29.7,1005.2,-
2016,8,12,18,12.2,남남동,160,28.33,-,0.55,3.5,0.72,3,4.6,남남서,209,29.7,1005.1,-
2016,8,12,19,10.2,남동,138,28.84,-,0.69,3.3,0.89,3,3.7,남서,216,29.4,1005.2,-
2016,8,12,20,28.7,동북동,65,29.28,-,0.39,3.4,0.54,3,3.5,남남서,211,29.4,1005.6,-
2016,8,12,21,25.5,북동,42,28.93,-,0.34,3.5,0.55,3,3.4,남서,215,29.2,1005.8,-
2016,8,12,22,12,북북동,22,28.16,-,0.33,3.5,0.4,5.5,3.3,남서,220,29.2,1005.9,-
2016,8,12,23,7.7,북북서,344,28.55,-,0.32,3.3,0.42,3,2,서남서,247,29,1005.8,-
2016,8,13,0,6.6,북,354,28.22,-,0.24,4.3,0.42,3.5,2.7,서남서,244,29.8,1005.9,-
2016,8,13,1,16.9,서,279,27.53,-,0.26,3.5,0.33,6.5,1.5,서,261,29.9,1005.6,-
2016,8,13,2,13.5,서북서,281,27.64,-,0.24,4.2,0.32,3,2.2,서,259,30,1005.3,-
2016,8,13,3,12.9,서,259,27.71,-,0.19,4.3,0.27,3.5,2.9,남서,225,29.2,1005.2,-
2016,8,13,4,20.8,서남서,257,26.17,-,0.23,3.6,0.33,5,2.5,남서,225,28.8,1005,-
2016,8,13,5,21.9,서남서,246,26.79,-,0.25,4.2,0.34,3,1.9,서남서,256,28.7,1005.4,-
2016,8,13,6,21,서,260,25.77,-,0.28,3.6,0.44,3.5,2.1,남남서,207,28.4,1005.7,-
2016,8,13,7,7.4,남남동,160,26.57,-,0.28,3.4,0.5,4,0.9,서남서,254,28.7,1006,-
2016,8,13,8,14.3,북,1,26.43,-,0.31,3.9,0.43,3,1.3,남남서,213,29.5,1006.1,-
2016,8,13,9,4.5,서,269,26.19,-,0.29,3.5,0.43,3.5,2.9,남남서,202,29.6,1006.2,-
2016,8,13,10,13.5,남남서,196,27.06,-,0.2,3.2,0.27,2.5,5.2,남남서,206,29.5,1006.1,-
2016,8,13,11,8.1,북,4,26.49,-,0.19,3.5,0.3,4.5,6,남남서,202,29.1,1005.9,-
2016,8,13,12,9.7,북서,325,28.16,-,0.27,3.1,0.36,3.5,5.8,남남서,203,29.1,1005.5,-
2016,8,13,13,8.9,남남서,194,28.15,-,0.27,3.6,0.39,2.5,6.9,남남서,212,29.2,1005.2,-
2016,8,13,14,20,서남서,248,27.86,-,0.38,2.9,0.5,3,6.6,남남서,211,29.1,1004.7,-
2016,8,13,15,16.9,서남서,247,27.81,-,0.47,2.9,0.84,2.5,6.6,남서,215,29.3,1004,-
2016,8,13,16,12.6,서북서,282,27.9,-,0.55,3,0.74,3,6.3,남서,227,29.5,1003.8,-
2016,8,13,17,11.5,북서,307,28.04,-,0.63,3.6,0.92,3.5,5.8,남서,224,30,1004,-
2016,8,13,18,8,서북서,288,26.4,-,0.82,3.7,1.14,4,4.2,남서,227,29.6,1003.9,-
2016,8,13,19,4.5,서,266,26.35,-,0.69,3.4,1,3.5,4.5,남서,225,30,1004.2,-
2016,8,13,20,9.5,남남동,159,26.77,-,0.43,3.1,0.59,3,4.9,남서,225,29.4,1004.5,-
2016,8,13,21,8.2,남동,127,25.87,-,0.37,3.4,0.6,3.5,4.5,남서,227,29.3,1004.7,-
2016,8,13,22,12.9,북동,36,28.13,-,0.35,3.5,0.48,3,3.8,남서,221,29,1004.7,-
2016,8,13,23,11.8,북북동,32,27.94,-,0.36,3.5,0.48,3,3.3,남서,217,28.9,1004.2,-
2016,8,14,0,1.7,남남서,204,27.42,-,0.36,3.1,0.53,3.5,3.1,서남서,242,29.7,1004,-
2016,8,14,1,11.4,서,270,27.7,-,0.32,3.5,0.43,4.5,2.5,남서,232,29.4,1003.8,-
2016,8,14,2,24.3,서,266,26.48,-,0.33,3.1,0.42,3,3.5,남서,221,28.7,1003.8,-
2016,8,14,3,24,서,267,27.09,-,0.22,4.5,0.28,6,1.5,남서,217,28.7,1003.7,-
2016,8,14,4,26.7,서,265,24.63,-,0.25,3.2,0.35,2.5,1.9,서남서,248,28.9,1003.6,-
2016,8,14,5,25.4,서남서,258,24.52,-,0.24,3.6,0.29,5.5,1.6,동,89,27.8,1004.1,-
2016,8,14,6,7.9,남서,217,24.04,-,0.29,3.4,0.4,3.5,0.8,동남동,109,27.3,1004.3,-
2016,8,14,7,14.3,남동,132,23.36,-,0.3,3.1,0.38,3.5,0.9,남동,135,27.3,1004.4,-
2016,8,14,8,17,북동,46,24.28,-,0.33,3.3,0.45,3,0,서,269,28.1,1004.5,-
2016,8,14,9,14.8,동북동,59,24.86,-,0.35,3.2,0.56,3.5,1.1,남남동,166,28.7,1004.6,-
2016,8,14,10,3.7,북동,35,27.07,-,0.24,3.9,0.37,3,1.9,남남서,201,29,1004.4,-
2016,8,14,11,10.2,북,354,26.4,-,0.21,3.3,0.36,3,3.1,남서,214,28.7,1004,-
2016,8,14,12,16.7,서남서,252,25.68,-,0.3,3.7,0.49,4.5,4.2,남남서,192,28.8,1003.3,-
2016,8,14,13,8.8,서,263,26.99,-,0.21,3.2,0.31,3,4.8,남남서,200,29.1,1002.8,-
2016,8,14,14,18.8,서남서,248,26.71,-,0.25,3.4,0.41,3,6.5,남남서,208,29.1,1002.4,-
2016,8,14,15,32.4,서,263,26.72,-,0.33,2.8,0.48,3,5.5,남,191,29,1001.9,-
2016,8,14,16,37.1,서,277,26.33,-,0.31,3.4,0.44,3,5.2,남남서,196,29,1001.8,-
2016,8,14,17,26.7,서북서,282,26.38,-,0.32,3.3,0.55,3,4.4,남남서,199,29,1001.5,-
2016,8,14,18,12.8,서,271,26.19,-,0.31,4.4,0.43,7,4.1,남서,222,29.3,1001.3,-
2016,8,14,19,6.5,남서,216,26.15,-,0.53,3.3,0.79,3.5,3.9,남남서,201,28.3,1001.5,-
2016,8,14,20,7.1,남,174,25.3,-,0.45,3.3,0.83,3.5,3.3,남서,214,28.4,1001.8,-
2016,8,14,21,12.2,동,91,24.75,-,0.56,3.2,0.81,3,3.6,남서,226,28.5,1002.4,-
2016,8,14,22,23.5,북동,49,26.79,-,0.37,3.8,0.47,6,2.8,남서,215,28.7,1002.5,-
2016,8,14,23,16.5,북북동,12,25.87,-,0.4,3.4,0.55,3,0,북,357,28.7,1002.4,-
2016,8,15,0,12.4,서남서,253,25.47,-,0.27,4.6,0.41,3.5,0.4,남남서,212,27.8,1002.2,-
2016,8,15,1,26.9,서북서,290,25.46,-,0.23,4.5,0.35,5,0.5,북동,44,28.7,1002,-
2016,8,15,2,21,서,259,23.44,-,0.24,4.4,0.36,3.5,1.4,동남동,103,27.4,1001.8,-
2016,8,15,3,37.8,서,264,21.7,-,0.26,3.4,0.35,3,3.1,동북동,65,29.1,1001.5,-
2016,8,15,4,22.6,서북서,302,23.83,-,0.2,4.2,0.3,3,1.4,동북동,67,28.4,1001.3,-
2016,8,15,5,13.1,서북서,285,24.37,-,0.12,4.3,0.16,3.5,0.3,남남서,207,28.2,1001.2,-
2016,8,15,6,17.8,서,266,24.38,-,0.18,4,0.25,2.5,1.3,동북동,70,27.4,1001.4,-
2016,8,15,7,7.3,서남서,258,24.5,-,0.23,5.4,0.31,4,1.5,동북동,77,27.7,1001.5,-
2016,8,15,8,13.1,남동,142,23.94,-,0.29,3.6,0.41,4,1.5,서,267,27.8,1001.6,-
2016,8,15,9,15.1,동남동,107,23.26,-,0.32,3.5,0.48,3,1,남,186,28,1001.7,-
2016,8,15,10,28.1,동북동,56,25.68,-,0.28,4.4,0.38,3.5,1.3,동,101,28.7,1002.1,-
2016,8,15,11,12.7,북북동,32,26.06,-,0.23,4.4,0.42,8,2,동남동,111,28.8,1001.8,-
2016,8,15,12,26,서,268,25.74,-,0.21,4.3,0.3,4,2,동북동,77,28.8,1001.2,-
2016,8,15,13,41,서,267,25.86,-,0.18,3.8,0.29,3,2.9,동,84,29.5,1000.8,-
2016,8,15,14,33.6,서북서,284,26.39,-,0.18,4.2,0.25,6,2.5,동남동,121,29.9,1000.4,-
2016,8,15,15,28,서북서,298,27.26,-,0.21,4.2,0.26,2.5,3.9,동북동,60,29.8,1000.6,-
2016,8,15,16,21.4,북북서,334,28.07,-,0.23,3.6,0.32,3,3.4,동남동,111,28.7,1000.6,-
2016,8,15,17,11.5,북,349,28.24,-,0.28,3.8,0.42,3,0.6,동북동,57,28.5,1000.6,-
2016,8,15,18,8.5,북북동,23,27.92,-,0.29,3.9,0.38,4,5.7,남서,215,26.6,1001.1,-
2016,8,15,19,6.4,동북동,60,27.71,-,0.28,3.9,0.37,3,1.5,서남서,251,26.7,1001.4,-
2016,8,15,20,6.8,남동,145,27.86,-,0.3,3.3,0.54,3,0.8,북북서,331,27.2,1001.4,-
2016,8,15,21,18.6,동남동,117,23.34,-,0.29,4.3,0.42,3,2.1,북서,323,27.6,1001.5,-
2016,8,15,22,23.9,동북동,69,26.63,-,0.3,4,0.42,3.5,1.2,동,82,27.9,1001.5,-
2016,8,15,23,30.9,동북동,73,26.15,-,0.28,3.5,0.42,4,1,서남서,240,27.3,1001.6,-
2016,8,16,0,12.8,북서,314,25.45,-,0.19,3.4,0.3,3,0.1,서북서,289,26.6,1001.3,-
2016,8,16,1,52.7,북북서,329,27.04,-,0.16,5.2,0.21,7,3,북동,48,28.3,1001,-
2016,8,16,2,40.3,북북서,333,27.16,-,0.15,4.5,0.23,4.5,3.7,북북동,33,28.2,1000.3,-
2016,8,16,3,26.9,북서,311,27.68,-,0.16,4.2,0.22,4,3.9,북동,49,28.5,1000.3,-
2016,8,16,4,28.6,북서,319,28.33,-,0.17,4.3,0.22,5.5,3.1,동,92,27.5,1000,-
2016,8,16,5,13.3,북북서,327,28.3,-,0.26,3.9,0.34,3,3.8,북동,39,27.7,999.8,-
2016,8,16,6,8.5,서남서,251,28.34,-,0.19,4.5,0.25,5,1.2,북북서,333,27.5,1000.5,-
2016,8,16,7,5.1,북서,313,28,-,0.22,4.3,0.33,5,3.6,북동,55,27,1000.9,-
2016,8,16,8,9.3,동북동,68,27.95,-,0.2,2.8,0.41,2.8,7.8,북동,48,26.3,1001.1,-
2016,8,16,9,23.6,동북동,72,26.11,-,0.26,4.6,0.38,3.5,7,북동,45,26.8,1001.1,-
2016,8,16,10,26.9,동,84,24.96,-,0.33,4,0.48,3.5,6.3,동북동,75,27.2,1001.9,-
2016,8,16,11,13.9,북북동,29,26.97,-,0.42,4.2,0.61,4,6,북동,50,27.6,1002,-
2016,8,16,12,30.1,서북서,301,28.12,-,0.46,5.3,0.6,5.5,6.1,동북동,64,28.2,1001.7,-
2016,8,16,13,43.8,북서,311,28.77,-,0.49,4.8,0.68,4.5,5.3,동북동,64,28.2,1001.4,-
2016,8,16,14,29.8,북서,313,28.82,-,0.6,5,0.77,4,6.3,동북동,57,28.4,1000.9,-
2016,8,16,15,23.4,북서,316,29.66,-,0.68,4.9,0.83,4.5,6.5,북동,55,28.7,1000.5,-
2016,8,16,16,21.2,서북서,303,29.86,-,0.6,4.4,0.79,4.5,5.6,북동,54,28.7,1000.2,-
2016,8,16,17,8.1,북북서,334,30.02,-,0.46,4,0.64,4,5.4,북동,41,28.7,1000.5,-
2016,8,16,18,8,북,352,29.94,-,0.47,4.3,0.58,5,5.1,북북동,33,28.8,1000.8,-
2016,8,16,19,5.7,북북동,19,29.9,-,0.43,4.6,0.6,4,3.1,북동,53,28.4,1001.2,-
2016,8,16,20,10.8,북북동,32,29.8,-,0.52,4.3,0.76,4.5,2.5,북동,37,28.1,1001.6,-
2016,8,16,21,14.8,동남동,105,29.75,-,0.55,4.3,0.79,4.5,2.8,북북동,22,28.1,1002.3,-
2016,8,16,22,18.2,북동,52,29.61,-,0.48,4.2,0.61,4,2.5,북동,34,28,1002.5,-
2016,8,16,23,18.9,북동,50,29.58,-,0.46,4.5,0.79,4,1.7,북북동,23,27.9,1002.7,-
2016,8,17,0,6.6,북동,38,29.17,-,0.33,4.3,0.51,4,1.9,북동,53,27.7,1002.3,-
2016,8,17,1,14.6,북북서,343,29.09,-,0.41,4.1,0.54,4.5,1.2,북북동,18,27.4,1002.3,-
2016,8,17,2,27.2,북북서,327,29.58,-,0.46,4.8,0.65,4,2.3,북,350,27.2,1002.2,-
2016,8,17,3,18.1,북서,314,29.66,-,0.38,5,0.66,4,2.8,북,356,27.3,1002,-
2016,8,17,4,11.4,서,262,29.49,-,0.37,4.9,0.49,5,2.2,북,4,27.3,1002.3,-
2016,8,17,5,4.5,서,274,29.39,-,0.45,4.5,0.6,4.5,1.4,북북서,327,27,1002.6,-
2016,8,17,6,1.3,서,267,29.37,-,0.4,4.3,0.68,4.5,1.7,북,8,27,1003.2,-
2016,8,17,7,6.6,동북동,59,29.32,-,0.43,4.6,0.6,4.5,2.1,북북동,15,27.5,1003.7,-
2016,8,17,8,13.6,동,93,29.26,-,0.47,4.1,0.68,4.5,1.6,북북동,27,28.1,1003.8,-
2016,8,17,9,21.5,남동,125,28.26,-,0.37,3.8,0.58,3.5,3.6,동,96,28.5,1003.8,-
2016,8,17,10,13.6,남동,136,26.9,-,0.42,4.2,0.57,4,4.5,동,101,28.3,1003.8,-
2016,8,17,11,38.2,동북동,61,28.6,-,0.48,4.2,0.66,3.5,5.5,동,83,28.5,1003.6,-
2016,8,17,12,11,북북동,31,27.89,-,0.37,4.6,0.63,4.5,5,동,80,28.4,1003.4,-
2016,8,17,13,17.4,북서,306,28.74,-,0.38,4.5,0.64,4.5,4.8,동북동,70,28.4,1003.1,-
2016,8,17,14,31.2,북북서,327,29.58,-,0.46,4.7,0.65,4.5,5.5,동북동,77,28.7,1003.1,-
2016,8,17,15,12.2,서북서,291,29.31,-,0.41,4.2,0.6,4.5,5.6,북동,54,28.8,1002.8,-
2016,8,17,16,12.9,북북서,346,29.7,-,0.46,4.3,0.6,5,5.6,동북동,67,28.9,1002.8,-
2016,8,17,17,12.2,서북서,297,29.64,-,0.51,4.2,0.69,3.5,5.6,북동,49,29,1003,-
2016,8,17,18,8.5,서북서,301,29.59,-,0.5,4.3,0.63,4.5,6.4,북동,46,28.9,1003.3,-
2016,8,17,19,2.2,북동,47,29.53,-,0.47,4.1,0.74,4,5.7,북동,42,28.7,1003.7,-
2016,8,17,20,3.4,동북동,63,29.46,-,0.35,3.7,0.48,3.5,5.3,북동,39,28.5,1004,-
2016,8,17,21,18.5,동북동,59,29.59,-,0.44,4,0.58,3,4.7,북동,49,28.5,1004.9,-
2016,8,17,22,25.5,동북동,73,29.51,-,0.52,4.1,0.69,4.5,4.5,북동,54,28.4,1005,-
2016,8,17,23,29.9,북동,54,28.97,-,0.47,4,0.73,3.5,2.2,북북동,24,28.2,1005,-
2016,8,18,0,23.6,북북동,25,29.21,-,0.45,4.5,0.6,5,2.5,북북동,30,28,1005,-
2016,8,18,1,18.7,북,356,29.11,-,0.41,4.3,0.65,3.5,3.1,북북동,31,28,1005.1,-
2016,8,18,2,14.5,서북서,292,28.96,-,0.31,4.4,0.43,6,2.4,북북동,20,27.7,1005.2,-
2016,8,18,3,28.5,북서,322,29.03,-,0.41,4.4,0.51,3.5,3.1,북북동,24,27.7,1005.4,-
2016,8,18,4,20,서북서,291,28.87,-,0.36,4.5,0.54,5,2.1,북,0,27.4,1005.2,-
2016,8,18,5,11.9,북서,313,29.1,-,0.45,4.3,0.66,4.5,2.5,북북동,20,27.4,1005.2,-
2016,8,18,6,1.7,동,84,29.01,-,0.4,4.2,0.58,3.5,3.9,북,8,27.3,1005.7,-
2016,8,18,7,8.6,북동,42,28.98,-,0.43,4.3,0.66,4,3.3,북동,35,27.5,1005.5,-
2016,8,18,8,18.1,북동,56,28.91,-,0.57,4.3,1,4.5,3.8,동북동,61,28.1,1006.2,-
2016,8,18,9,19.9,동북동,77,28.91,-,0.62,4.4,1.18,4.5,4.8,동북동,69,28.5,1006.2,-
2016,8,18,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,8,18,11,21.8,동북동,78,27.91,-,0.55,3.9,0.73,4,5.9,동북동,66,28.3,1006.3,-
2016,8,18,12,22.6,북북동,24,28.36,-,0.55,3.8,0.74,3.5,5.8,동북동,70,28.5,1006.3,-
2016,8,18,13,20.3,북서,318,28.82,-,0.44,4.4,0.57,4.5,6.5,북동,48,28.6,1006.1,-
2016,8,18,14,38.6,서북서,297,29.1,-,0.39,4.5,0.6,5,6.5,북동,51,28.7,1005.9,-
2016,8,18,15,36.3,서,279,29.15,-,0.43,4.5,0.57,4.5,5.9,북동,54,28.7,1005.3,-
2016,8,18,16,28.5,서북서,289,29.6,-,0.41,4.5,0.56,5.5,6.6,북동,52,28.8,1005.2,-
2016,8,18,17,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-
2016,8,18,18,27.8,서,277,29.63,-,0.47,4.5,0.65,4,6.1,북동,44,28.7,1005.2,-
2016,8,18,19,15.1,서북서,297,29.57,-,0.5,4.8,0.73,4.5,5,북동,36,28.4,1005.3,-
2016,8,18,20,10,북,11,29.51,-,0.59,4.1,0.85,4,3.6,북동,53,28.3,1006.1,-
2016,8,18,21,14,동,87,29.46,-,0.5,4.4,0.74,4,4.5,동북동,57,28.3,1006.5,-
2016,8,18,22,27.8,동,87,29.39,-,0.46,4.5,0.61,4,4.6,북동,49,28.1,1007.1,-
2016,8,18,23,30.8,동북동,69,29.32,-,0.65,4.8,1.1,4.5,4.8,북동,50,27.8,1007,-
2016,8,19,0,36.3,북동,45,29.19,-,0.75,5,0.97,5.5,3.3,북동,39,27.8,1007,-
2016,8,19,1,25.6,북북동,19,29.12,-,0.89,5,1.5,5,2.4,북동,40,27.9,1006.6,-
2016,8,19,2,15.3,북,7,29.13,-,0.79,5,1.3,5,3.9,북동,42,27.7,1006.2,-
2016,8,19,3,11,서북서,300,29.1,-,0.64,5.1,0.85,5,3.9,북북동,23,27.6,1006.2,-
2016,8,19,4,13.7,북북서,328,28.86,-,0.63,4.9,0.73,4.5,3.6,북,359,27.3,1005.9,-
2016,8,19,5,10,북,1,28.74,-,0.74,5.2,0.99,5.5,3.1,북북동,23,27.5,1006,-
2016,8,19,6,3,동,93,28.77,-,0.63,5.5,0.94,5.5,3.2,북북동,20,27.4,1006.4,-
2016,8,19,7,8.9,동남동,105,28.8,-,0.83,5.4,1.06,6,3.3,북북동,29,27.7,1006.5,-
2016,8,19,8,17.5,동,83,28.81,-,0.92,5.3,1.11,6,2,북북동,31,28.2,1006.7,-
2016,8,19,9,23.1,동,91,28.74,-,0.85,5.4,1.17,6,6.4,동북동,69,28.3,1006.8,-
2016,8,19,10,31.1,동,88,28.75,-,0.95,5.9,1.27,5.5,6.5,동북동,75,28.4,1007.1,-
2016,8,19,11,40.4,동북동,64,28.25,-,0.95,5.4,1.13,5,7.6,동북동,69,28.5,1007.1,-
2016,8,19,12,21.5,북동,41,28.18,-,0.91,5.3,1.25,6.5,7.4,동북동,71,28.4,1006.8,-
2016,8,19,13,28.6,북,356,28.58,-,0.83,5.3,1.18,4.5,7.2,동북동,67,28.5,1006.9,-
2016,8,19,14,24.4,서북서,294,28.86,-,0.61,5.7,0.81,4,7.6,북동,55,28.6,1006.7,-
2016,8,19,15,35.8,서북서,283,28.91,-,0.44,5.4,0.85,5.5,7.1,북동,48,28.5,1006.6,-
2016,8,19,16,30.8,서북서,284,28.81,-,0.51,5,0.64,4.5,7.4,북동,54,28.6,1006.5,-
2016,8,19,17,34.4,서,266,28.82,-,0.56,4.9,0.84,6,7.1,북동,44,28.6,1006.6,-
2016,8,19,18,30.8,서,274,28.67,-,0.49,4.8,0.66,5.5,6.1,북동,43,28.5,1006.3,-
2016,8,19,19,7,남서,231,28.57,-,0.52,5.5,0.71,5.5,5,북동,40,28.3,1006.5,-
2016,8,19,20,27.3,동남동,104,28.54,-,0.78,5.1,1.25,5,4.9,동북동,67,28.2,1006.7,-
2016,8,19,21,44.7,동,80,28.7,-,0.71,5,1.04,4.5,3.9,북동,48,28,1007.2,-
2016,8,19,22,64.5,동,81,28.59,-,0.76,4.8,0.97,4.5,2.6,북북동,22,27.8,1007.5,-
2016,8,19,23,63,동,83,28.47,-,0.65,4.8,1,4.5,3.7,북북동,17,27.7,1007.3,-
2016,8,20,0,47.2,동북동,75,28.34,-,0.75,5,0.96,5,3.3,북북동,31,27.7,1007.1,-
2016,8,20,1,21,북동,48,28.38,-,0.63,5.4,0.79,6.5,2.6,북북동,18,27.5,1007.1,-
2016,8,20,2,13,북동,39,28.3,-,0.45,5,0.63,3.5,3.7,북북동,17,27.4,1007.2,-
2016,8,20,3,9.3,북,4,28.22,-,0.48,5.1,0.73,4,3.2,북북동,22,27.4,1006.9,-
2016,8,20,4,18.9,서북서,300,28.48,-,0.49,5.1,0.65,5.5,3.5,북,359,27.4,1006.9,-
2016,8,20,5,20.9,서,279,28.25,-,0.48,5.1,0.64,5,2.6,북,359,27.3,1007.1,-
2016,8,20,6,12.5,서,279,28.25,-,0.5,4.9,0.86,4.5,3.1,북북동,25,27.2,1007.3,-
2016,8,20,7,7.9,북서,325,28.33,-,0.52,4.7,0.76,4.5,3.1,북북동,19,27.5,1007.3,-
2016,8,20,8,4.8,동,93,28.28,-,0.66,4.9,0.89,5.5,2.6,북북동,17,27.9,1007.2,-
2016,8,20,9,14.7,동,100,28.27,-,0.7,5,1.03,4.5,4.9,북동,56,28.2,1007,-
2016,8,20,10,26.9,동,93,28.35,-,0.77,5.1,1.08,4.5,7.8,동북동,69,28.3,1007.2,-
2016,8,20,11,20.8,동,87,28.4,-,0.8,4.9,1.25,4.5,8,동,80,28.2,1006.9,-
2016,8,20,12,30.4,북동,43,28.04,-,0.93,5,1.2,4.5,8.3,동북동,70,28.2,1006.7,-
